loan_amnt,dti,delinq_2yrs,fico_range_low,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,grade_num,sub_grade_num,term_60,emp_length_num,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,log_annual_inc,log_revol_bal,log_loan_amnt,gbm_prob,rf_prob,risk_tier,actual_default
9900.0,16.69,2,755,0,11,0,68.0,24,4,17,0,10,0,0,0,0,0,0,1,0,0,0,0,1,12.38918555578803,8.333991247194975,9.200391041122517,0.265,0.4308,Medium,0
11200.0,24.56,0,745,3,29,0,36.4,43,2,8,1,10,0,1,0,0,0,0,0,0,0,0,0,1,10.64958290741417,7.336936913707618,9.32375833901174,0.0521,0.0995,Low,0
12400.0,18.99,0,625,5,7,0,33.6,17,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.373939221662742,9.58486505717771,9.425532393502772,0.9701,0.8617,High,0
17700.0,2.28,0,740,4,7,0,34.1,21,2,9,0,4,0,0,0,0,0,0,1,0,0,0,0,0,10.724522103148011,9.320180837655714,9.781376414141157,0.0782,0.2672,Medium,0
6300.0,9.35,0,650,7,19,0,15.8,27,3,12,0,9,0,1,0,0,0,0,0,0,0,0,0,0,10.830639091743029,6.851184927493743,8.748463629942055,0.2452,0.395,Medium,0
3100.0,35.97,0,720,3,16,0,57.4,26,2,7,0,4,0,0,0,0,0,0,0,0,0,0,1,0,12.708933635640737,7.946263643580541,8.03947991910045,0.6267,0.4885,High,0
15400.0,25.43,0,645,5,22,0,62.9,30,4,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.237266033438466,8.224431573221159,9.642187721358466,0.751,0.6666,High,0
14800.0,8.69,0,640,0,23,0,36.9,42,1,2,0,5,0,0,0,0,1,0,0,0,0,0,0,1,10.793270024529487,8.292298107063221,9.60245002503719,0.0661,0.2382,Low,0
15300.0,15.98,0,790,2,22,0,64.8,24,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,10.600751248607914,9.412464556066316,9.635673464721814,0.0758,0.117,Low,0
21100.0,21.18,0,665,0,3,0,39.5,18,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,11.534089909670058,9.65701140089547,9.957075711706056,0.3233,0.4076,Medium,0
6100.0,21.9,1,840,1,9,0,32.3,28,2,6,1,9,0,1,0,0,0,0,0,0,0,0,0,1,11.080556676662296,9.42754633062364,8.716207971151853,0.0413,0.0741,Low,0
12000.0,2.78,0,790,4,3,0,42.1,6,2,6,1,2,0,0,1,0,0,0,0,0,0,0,0,1,11.359820904435994,4.584967478670572,9.39274525863144,0.0111,0.0727,Low,0
26800.0,15.29,0,785,7,18,0,43.9,29,4,19,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10.440828516957849,8.683215975240689,10.196194479235656,0.1699,0.3319,Medium,0
9100.0,26.82,0,725,3,15,0,23.3,28,3,14,1,10,0,0,0,0,0,0,1,0,0,0,0,1,10.159988507504334,8.904086913938967,9.116139576577355,0.1077,0.2585,Medium,0
9400.0,9.55,0,785,2,21,0,40.2,25,1,3,0,10,0,0,0,0,0,0,0,0,1,0,1,0,10.465813949164522,8.704170559746386,9.148571345578551,0.0158,0.0781,Low,0
6000.0,23.79,0,630,5,22,0,45.6,41,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.228851232419514,9.63135069141981,8.699681400989514,0.1122,0.2911,Medium,0
9900.0,10.0,0,735,6,12,0,20.4,24,3,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.963064339989948,9.26198360512802,9.200391041122517,0.3103,0.4328,Medium,0
10700.0,4.45,0,830,1,4,0,43.7,20,5,22,1,6,0,1,0,0,0,0,0,0,0,0,0,1,10.132056360495405,9.588639812011577,9.278092474027002,0.156,0.3577,Medium,0
9100.0,11.37,1,800,7,18,0,67.0,32,2,10,0,3,0,1,0,0,0,0,0,0,0,0,0,1,10.668024729182749,8.96469555531546,9.116139576577355,0.0701,0.079,Low,0
14000.0,31.37,0,660,3,19,2,69.6,28,3,11,0,5,0,0,0,1,0,0,0,0,0,0,0,1,11.04138465486714,6.1463292576688975,9.546884034617923,0.2769,0.4154,Medium,1
11200.0,16.92,1,700,1,24,0,92.0,41,2,8,1,1,0,1,0,0,0,0,0,0,0,0,0,1,9.90353755128617,9.22759072538271,9.32375833901174,0.082,0.1641,Low,1
8600.0,6.61,0,840,6,17,0,35.2,24,4,20,1,6,0,0,0,1,0,0,0,0,0,0,0,0,10.169499004077514,6.769641976852503,9.05963375455148,0.1624,0.5084,High,0
34300.0,19.62,0,820,1,9,0,21.3,11,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.268859567077849,8.261784679514752,10.442929787247998,0.0251,0.1568,Low,0
14700.0,10.44,0,715,1,28,1,31.1,38,2,6,0,6,0,0,0,0,0,0,1,0,0,0,0,1,11.034212015120223,8.428143374582726,9.595670797663969,0.0533,0.1939,Low,0
16700.0,25.21,0,775,3,23,1,24.0,41,5,22,0,10,0,1,0,0,0,0,0,0,0,0,0,0,11.248139269995352,8.317766166719343,9.723223876851618,0.4795,0.5346,High,0
6300.0,17.03,1,660,0,8,0,22.9,26,2,10,0,2,0,0,0,0,1,0,0,0,0,0,0,1,10.623787731088578,8.933268478636418,8.748463629942055,0.227,0.4782,High,0
6000.0,24.62,0,785,1,18,0,8.7,36,3,11,1,4,1,0,0,0,0,0,0,0,0,0,0,0,12.497525101145763,6.677083461247136,8.699681400989514,0.036,0.2264,Low,0
25700.0,22.22,0,625,0,6,1,43.5,9,7,35,1,3,0,0,1,0,0,0,0,0,0,0,0,1,10.948101136105194,7.826443135456014,10.154285180632154,0.4116,0.5809,High,1
13800.0,19.76,0,635,2,14,0,12.3,22,5,24,1,10,1,0,0,0,0,0,0,0,0,0,0,1,10.594056412081272,8.445697189711167,9.53249633228804,0.315,0.433,Medium,0
11300.0,16.44,0,635,6,29,0,70.4,41,4,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10.591144690352436,8.546169299652755,9.332646496360152,0.8895,0.7762,High,0
6300.0,16.27,0,735,6,22,0,37.1,32,2,7,0,5,0,1,0,0,0,0,0,0,0,0,0,0,10.357552330480354,9.24319470884713,8.748463629942055,0.2594,0.2915,Medium,0
18000.0,14.46,0,775,0,16,0,48.3,31,2,9,1,9,0,0,1,0,0,0,0,0,0,0,0,0,9.90353755128617,9.051813463747946,9.798182590890704,0.0645,0.1657,Low,0
5600.0,11.45,0,775,0,22,1,50.2,25,6,30,0,7,0,0,0,0,0,0,1,0,0,0,0,1,11.528148996741717,10.879574327756249,8.630700432209832,0.4153,0.5295,High,1
14200.0,20.63,0,680,2,23,1,22.7,29,5,22,0,3,1,0,0,0,0,0,0,0,0,0,0,0,12.074448005325875,8.15507488781144,9.561067663645012,0.7042,0.6976,High,0
13300.0,9.65,0,795,1,14,0,58.1,25,4,17,0,4,0,0,0,1,0,0,0,0,0,0,0,1,10.75543174484307,8.977525200965243,9.495594499353295,0.1312,0.4286,Medium,0
8400.0,3.05,1,635,1,26,0,15.5,29,4,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11.48865326399451,8.36380888451688,9.036106025364846,0.3756,0.567,High,0
14700.0,31.07,0,735,7,11,0,58.0,16,2,7,0,10,0,0,0,0,0,0,0,0,1,0,1,0,10.861994506543365,8.825706773447951,9.595670797663969,0.0423,0.2384,Low,0
18000.0,12.18,0,690,0,24,0,13.8,37,2,6,0,9,0,1,0,0,0,0,0,0,0,0,1,0,11.23830439177331,10.313840694717069,9.798182590890704,0.0406,0.1649,Low,0
6100.0,7.65,0,760,6,25,0,35.8,40,3,15,0,10,1,0,0,0,0,0,0,0,0,0,1,0,11.941097475613464,9.022322622637349,8.716207971151853,0.066,0.1772,Low,0
34200.0,4.63,1,635,4,26,0,41.9,45,2,8,1,10,0,1,0,0,0,0,0,0,0,0,0,0,10.748604464955758,7.642044402873258,10.440010162389305,0.0866,0.1651,Low,0
22900.0,21.03,0,810,5,3,0,55.5,21,3,15,1,10,1,0,0,0,0,0,0,0,0,0,0,1,10.751306705598122,8.897819009510757,10.038935856711175,0.0607,0.155,Low,0
8900.0,6.99,0,780,0,11,0,40.6,20,3,12,0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.686912384974123,10.856283776222591,9.093918908958932,0.0441,0.2306,Low,0
5600.0,16.61,0,840,3,11,0,33.7,20,7,35,0,2,1,0,0,0,0,0,0,0,0,0,0,1,10.676208099877172,7.96693349840484,8.630700432209832,0.4313,0.5603,High,0
4600.0,4.91,0,840,6,27,0,26.0,32,5,22,0,1,1,0,0,0,0,0,0,0,0,0,0,1,11.677744746628042,7.233455418621439,8.434028950155469,0.1544,0.4161,Medium,0
16200.0,26.38,0,755,5,17,0,24.1,29,1,4,1,7,0,0,0,1,0,0,0,0,0,0,0,1,11.42847807089261,7.694392802629421,9.692828247710418,0.037,0.1065,Low,0
12400.0,18.54,0,700,2,23,0,82.6,41,2,7,1,10,0,0,0,0,0,0,0,1,0,0,0,0,11.55811869171898,9.189525232262262,9.425532393502772,0.1453,0.2882,Medium,0
14300.0,20.92,0,695,7,18,0,45.9,21,4,19,0,5,1,0,0,0,0,0,0,0,0,0,0,1,10.53364168376815,7.915348169263078,9.568084743872936,0.4172,0.437,Medium,0
5900.0,15.42,0,845,2,24,0,54.3,27,5,21,0,10,0,0,0,0,0,1,0,0,0,0,0,1,11.323965925436088,8.280204233279974,8.682877107057168,0.1253,0.4507,High,0
7900.0,21.54,0,830,1,7,0,26.1,18,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,11.853859163026648,7.358830898342354,8.974744612722734,0.0219,0.0566,Low,0
6300.0,19.7,0,665,7,4,0,15.1,10,2,8,1,5,0,0,0,0,1,0,0,0,0,0,0,1,11.328341350522017,7.290974778142981,8.748463629942055,0.1056,0.3016,Medium,0
9300.0,7.41,2,840,0,8,2,17.3,24,4,19,1,10,0,1,0,0,0,0,0,0,0,0,0,1,11.271210528070585,8.678291111758565,9.137877200242468,0.0571,0.2584,Medium,0
7200.0,8.15,0,665,1,19,0,34.9,31,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11.095954416675864,7.846198815497425,8.881975184248867,0.7393,0.345,Medium,0
9800.0,20.74,1,630,0,9,1,24.4,23,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,1,10.951560648375532,8.164510268747042,9.19023970026918,0.1233,0.1267,Low,1
6600.0,14.06,0,635,0,9,0,51.8,11,2,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,11.000531946032076,9.406729185981574,8.79497643168877,0.3989,0.3416,Medium,0
18700.0,6.75,0,715,7,28,0,86.9,42,1,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,11.710045318192696,8.609042845046117,9.83633227734872,0.0307,0.1367,Low,0
7900.0,15.5,0,650,7,3,1,75.6,4,4,19,0,7,1,0,0,0,0,0,0,0,0,0,1,0,10.9441352201136,8.401333305321703,8.974744612722734,0.1773,0.3974,Medium,0
8900.0,16.66,0,735,7,24,0,32.9,38,4,17,1,10,0,1,0,0,0,0,0,0,0,0,0,0,11.484690585955445,8.193400231952097,9.093918908958932,0.3039,0.3708,Medium,0
35000.0,19.96,0,740,4,25,0,30.0,40,1,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,9.989894580276866,9.360999248261296,10.463131911491969,0.0508,0.188,Low,0
11600.0,15.9,0,780,0,23,0,41.4,34,2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12.158561662859125,8.073714641109857,9.358846580275406,0.0544,0.3879,Medium,0
16500.0,22.59,0,630,6,22,0,58.3,26,6,28,1,5,0,0,0,0,0,0,1,0,0,0,0,1,11.68035332592418,7.921535632133549,9.711176264112805,0.5252,0.4723,High,0
6700.0,20.11,3,825,4,23,0,44.3,28,3,11,0,4,0,1,0,0,0,0,0,0,0,0,0,1,11.4320841051256,7.689828668736484,8.81001204797317,0.1707,0.2552,Medium,0
8000.0,10.32,1,690,3,26,0,40.6,41,4,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11.087558624655156,9.85828095969805,8.987321812850125,0.3736,0.4675,High,1
14200.0,22.79,0,665,5,26,0,52.0,31,5,25,0,2,0,0,1,0,0,0,0,0,0,0,0,0,11.169533341059845,7.148345743900068,9.561067663645012,0.6961,0.6691,High,1
6600.0,12.65,0,765,3,6,0,22.7,21,6,30,0,5,1,0,0,0,0,0,0,0,0,0,0,1,10.70976250536426,6.1463292576688975,8.79497643168877,0.5448,0.6013,High,0
14300.0,20.45,0,830,3,17,0,70.1,35,4,18,0,9,0,1,0,0,0,0,0,0,0,0,0,1,11.234665531097352,6.678342114654332,9.568084743872936,0.3338,0.431,Medium,0
14700.0,16.51,0,650,1,26,1,61.5,33,3,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9.90353755128617,10.979496294994384,9.595670797663969,0.4088,0.449,Medium,0
25300.0,7.32,0,815,6,28,0,55.6,41,4,17,0,9,0,0,0,1,0,0,0,0,0,0,1,0,9.90353755128617,8.165079258805068,10.138599199626192,0.0861,0.3245,Medium,0
16800.0,27.78,1,830,1,29,0,59.5,34,4,20,0,4,0,1,0,0,0,0,0,0,0,0,0,1,11.000531946032076,9.964911854523129,9.729193687429404,0.1979,0.4226,Medium,0
4500.0,9.12,0,650,6,5,0,27.2,17,3,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,10.94128770180748,9.295783853793653,8.412054873292933,0.2297,0.3377,Medium,0
15800.0,16.99,0,725,0,10,0,15.5,26,2,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,11.144062259306612,10.524789583442727,9.6678285081515,0.0848,0.4552,High,0
7800.0,22.47,4,705,5,25,1,9.9,27,2,9,0,5,0,0,0,0,0,0,1,0,0,0,0,1,11.433276013294748,10.450365413594616,8.962007209588313,0.1497,0.2769,Medium,0
16400.0,17.23,0,790,2,18,0,27.6,37,6,26,0,5,0,0,0,0,0,0,1,0,0,0,0,0,11.089072328548786,8.139440521874608,9.70509758756311,0.4166,0.5434,High,1
12100.0,21.61,0,645,3,7,0,48.3,12,1,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,10.545525632270165,9.235813167949214,9.401043372798052,0.3739,0.2781,Medium,0
8400.0,10.12,0,645,6,20,1,14.0,38,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.547575782806888,9.273221270015384,9.036106025364846,0.1278,0.267,Medium,0
15700.0,34.5,1,670,1,15,0,57.6,30,4,19,0,2,0,1,0,0,0,0,0,0,0,0,0,1,10.695869021686462,9.283869605264298,9.66147968357552,0.6496,0.5912,High,1
8700.0,13.67,1,665,0,15,0,64.0,15,2,10,1,2,1,0,0,0,0,0,0,0,0,0,0,1,11.6959301217316,9.041685005946045,9.071193240566023,0.1683,0.2387,Low,0
16400.0,10.36,0,780,2,17,0,19.7,20,4,16,0,7,0,0,1,0,0,0,0,0,0,0,0,1,10.857440090791872,7.461640392208575,9.70509758756311,0.256,0.4679,High,0
14400.0,11.64,0,680,6,15,0,39.6,27,2,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,11.63094847183122,8.97094039814245,9.575052927597383,0.3386,0.3461,Medium,0
31500.0,12.3,0,695,5,11,2,70.4,14,4,18,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10.263885557274984,8.073091199693154,10.357774570341576,0.6835,0.6918,High,0
12900.0,19.27,0,770,3,23,0,28.0,34,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1,11.208666756113644,7.150701457592526,9.465060106725137,0.0583,0.0803,Low,0
5900.0,20.45,0,695,0,23,0,53.9,23,3,15,0,10,0,1,0,0,0,0,0,0,0,0,0,0,11.607580885011611,8.740496729931813,8.682877107057168,0.4848,0.4666,High,0
17900.0,26.07,0,685,3,22,0,38.1,28,1,5,0,10,0,1,0,0,0,0,0,0,0,0,0,0,12.389988763668525,8.798756582859841,9.792611856190192,0.174,0.1488,Low,0
25700.0,15.9,0,840,0,29,1,68.4,29,2,7,1,4,1,0,0,0,0,0,0,0,0,0,0,1,10.6599615829564,6.934397209928558,10.154285180632154,0.0085,0.05,Low,0
9600.0,21.9,0,720,3,12,1,39.7,17,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,11.39178555129812,8.43511508038063,9.169622538697624,0.0925,0.1684,Low,0
20700.0,16.97,0,680,0,19,0,58.9,32,1,4,1,8,0,0,1,0,0,0,0,0,0,0,0,0,10.685034728841586,10.129147933974613,9.937937287265354,0.1698,0.2759,Medium,0
11400.0,12.55,0,680,3,17,0,42.2,34,2,9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,10.188140040427545,8.254008590564844,9.34145634983372,0.2896,0.288,Medium,0
19900.0,22.24,0,830,3,9,0,31.1,27,5,25,0,10,0,1,0,0,0,0,0,0,0,0,0,0,9.90353755128617,9.348361669873558,9.898525260706313,0.27,0.426,Medium,0
7000.0,13.63,0,635,1,16,0,72.6,34,2,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10.307217823350577,8.976262255609193,8.853808274977197,0.9463,0.7278,High,0
12300.0,9.78,2,745,5,21,0,33.3,33,3,15,0,8,0,0,0,1,0,0,0,0,0,0,0,1,11.623061559378067,8.313607139317558,9.417435838868784,0.1629,0.3913,Medium,0
3300.0,27.15,0,645,7,26,0,27.4,33,4,16,0,8,0,0,0,0,0,0,1,0,0,0,0,0,11.68155369463218,7.315218389752975,8.101980731853192,0.2482,0.482,High,0
14200.0,8.04,0,835,3,13,0,37.2,23,3,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10.202517493681473,9.088737550216932,9.561067663645012,0.0359,0.1493,Low,0
13400.0,27.44,0,635,4,11,0,72.9,14,2,8,0,5,0,1,0,0,0,0,0,0,0,0,0,1,10.98605514403538,5.834810737062605,9.503084610020228,0.3085,0.3056,Medium,1
25300.0,6.49,2,640,7,19,0,42.9,28,2,10,0,4,0,0,0,0,0,0,0,1,0,0,0,1,9.90353755128617,6.066108090103747,10.138599199626192,0.2281,0.2873,Medium,1
8100.0,13.74,0,680,5,20,0,43.6,26,2,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11.025441948777155,8.60557030203365,8.999742789830492,0.5603,0.4497,Medium,0
13000.0,13.29,0,815,4,7,0,15.2,23,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.000531946032076,8.74814616962193,9.472781556562168,0.8123,0.7308,High,0
6600.0,27.71,1,835,5,25,0,45.9,27,1,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0,11.578151249887936,7.912056888179006,8.79497643168877,0.0374,0.0869,Low,0
3100.0,16.87,0,635,3,4,0,62.5,8,2,7,1,10,1,0,0,0,0,0,0,0,0,0,0,0,10.471638242921388,10.85824871617286,8.03947991910045,0.1015,0.2682,Medium,0
11300.0,25.04,2,765,1,18,0,45.7,18,2,6,1,10,0,0,0,0,0,0,0,0,1,0,0,0,10.901837419265844,11.00189982120157,9.332646496360152,0.038,0.1857,Low,0
12700.0,15.9,0,805,3,26,0,62.7,35,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.541227725824337,7.341483852363161,9.44943600950432,0.0614,0.1793,Low,0
11900.0,5.92,0,805,0,19,0,45.0,22,3,12,0,10,0,0,0,0,1,0,0,0,0,0,0,1,11.572005364906143,7.268920128193722,9.38437770918244,0.0968,0.3142,Medium,0
10200.0,40.7,0,735,2,20,0,51.2,27,2,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10.84410009655535,8.565602330623925,9.23024103368252,0.921,0.6616,High,0
22200.0,13.88,0,715,0,9,0,52.8,24,5,24,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10.067645138702412,8.591558273371545,10.007892611890918,0.5765,0.595,High,1
9000.0,11.05,2,735,1,20,1,42.2,33,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,11.441139410462773,6.93828448401696,9.105090961257083,0.0202,0.0668,Low,0
32100.0,18.1,0,715,4,15,0,73.4,16,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.590566357694469,10.637728690631034,10.376642461280849,0.1074,0.2976,Medium,0
4600.0,19.97,0,650,4,8,0,41.6,9,2,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,9.90353755128617,7.984803389734406,8.434028950155469,0.0922,0.2645,Medium,0
7100.0,13.85,0,735,0,19,0,58.6,31,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11.055530017499182,8.451480648050856,8.867990898182093,0.1188,0.3638,Medium,0
11400.0,7.08,0,755,6,17,0,60.0,32,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,10.702817410686135,6.400257445308821,9.34145634983372,0.0522,0.0742,Low,0
12800.0,15.92,0,740,3,17,0,21.0,17,3,15,0,5,0,0,0,0,0,0,1,0,0,0,0,0,10.076431947517486,7.627057417018934,9.45727857185611,0.243,0.4185,Medium,1
8400.0,18.6,1,805,0,6,2,42.1,22,5,24,1,6,0,0,0,0,0,0,0,1,0,0,0,1,10.108996524638528,9.677026002747972,9.036106025364846,0.2869,0.5586,High,1
35000.0,27.07,0,630,0,20,0,67.7,37,2,7,1,7,0,0,0,0,1,0,0,0,0,0,0,1,10.936565268616524,8.165079258805068,10.463131911491969,0.2617,0.4058,Medium,0
2700.0,23.15,0,840,6,22,0,17.4,23,5,21,1,9,0,1,0,0,0,0,0,0,0,0,0,0,11.37951977873004,7.215239978730097,7.901377353792616,0.4275,0.4892,High,0
26200.0,10.99,0,810,4,11,0,42.2,29,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,10.704591874601164,7.609862200913554,10.173552856959745,0.0151,0.0295,Low,0
21000.0,18.57,2,635,7,28,0,45.0,36,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,9.90353755128617,9.770184705221707,9.952325334619427,0.1192,0.1721,Low,0
20900.0,15.9,0,760,3,23,0,64.0,36,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,10.083974093384352,6.950814768442584,9.94755228369823,0.0286,0.059,Low,0
4700.0,5.66,0,665,6,12,0,41.8,22,6,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.037362636092157,8.644706511715198,8.45553053102413,0.6824,0.6875,High,0
6500.0,24.71,1,670,1,21,0,50.4,25,2,8,0,10,0,0,1,0,0,0,0,0,0,0,0,1,11.447298351531002,8.150467911624004,8.77971129020447,0.2561,0.312,Medium,0
35000.0,15.9,0,790,4,5,0,54.9,11,2,7,1,10,0,0,0,0,0,0,0,1,0,0,0,1,10.651832893560837,7.134890851565884,10.463131911491969,0.0127,0.0891,Low,0
11900.0,10.76,0,700,7,26,1,26.0,43,6,29,1,2,0,1,0,0,0,0,0,0,0,0,0,1,11.235404922189687,7.293017679772782,9.38437770918244,0.3364,0.4536,High,0
15800.0,11.92,0,770,1,4,0,38.0,8,3,13,1,6,0,1,0,0,0,0,0,0,0,0,0,1,11.287178527785905,9.616005460087012,9.6678285081515,0.0947,0.2007,Low,0
17000.0,4.11,0,675,2,23,0,12.7,39,2,10,0,7,0,1,0,0,0,0,0,0,0,0,0,1,10.70844440814808,8.399984990510696,9.741027444837728,0.1047,0.1808,Low,0
5300.0,16.74,0,715,1,4,0,45.4,17,1,5,0,5,0,0,0,0,0,1,0,0,0,0,0,1,9.914971360477416,8.349011198176003,8.575650760987806,0.0604,0.201,Low,0
